rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
124,0.2495120048522949,0.016562254001434313,0.06456246376037597,0.0144465484662764,177,100.0,"{'columntransformer__countvectorizer__max_features': 177, 'ridge__alpha': 100.0}",-0.10773310238466456,-0.10868976694084896,-0.09292260432037341,-0.1120664014493735,-0.09310861524759413,-0.10290409806857093,0.008201496831282956,-0.09714349761608691,-0.09733423602232538,-0.10065474927035654,-0.09661864838855723,-0.10080355218972416,-0.09851093669741004,0.0018268709482181698
125,0.23931994438171386,0.019311774007094586,0.0592951774597168,0.006741791267701827,153,100.0,"{'columntransformer__countvectorizer__max_features': 153, 'ridge__alpha': 100.0}",-0.10776529643114947,-0.10874655014412235,-0.09292064676019439,-0.11219749316589572,-0.09312445143792784,-0.10295088758785795,0.008239326794851997,-0.09729808886650822,-0.09744317916576861,-0.10079852513243272,-0.09676656325432648,-0.10096227102097798,-0.0986537254880028,0.0018327085058236902
126,0.23645448684692383,0.006056634217153119,0.06446671485900879,0.008821000762351226,151,100.0,"{'columntransformer__countvectorizer__max_features': 151, 'ridge__alpha': 100.0}",-0.10782040429945437,-0.10873895591387446,-0.09292240910976161,-0.11220347936756507,-0.09313455632266557,-0.10296396100266422,0.008243230775804078,-0.09731722796827372,-0.09748496747341075,-0.10080660220544928,-0.09677677553472933,-0.10097427909942829,-0.09867197045625828,0.0018272024996534024
127,0.23077783584594727,0.01339384366886779,0.06204900741577148,0.010726216866054883,112,100.0,"{'columntransformer__countvectorizer__max_features': 112, 'ridge__alpha': 100.0}",-0.10827418875624546,-0.10920976692919396,-0.09342910416495752,-0.1125878173666564,-0.09349227250803963,-0.10339862994501861,0.00824025380906511,-0.09781174159010575,-0.09806553227108748,-0.1014093403281168,-0.09713656187865874,-0.1014523577800779,-0.09917510676960932,0.001866722111698185
128,0.23824915885925294,0.009989820001583515,0.05584802627563477,0.006386129853453093,400,1000.0,"{'columntransformer__countvectorizer__max_features': 400, 'ridge__alpha': 1000.0}",-0.12119644828423651,-0.12052363018131833,-0.10564094914269051,-0.12485814146818913,-0.10399701001633539,-0.11524323581855397,0.008653914930702862,-0.11236090586964305,-0.11269627758342891,-0.11650581803389218,-0.11202233226585828,-0.11674308374593168,-0.11406568349975084,0.0021014067773652027
128,0.23873472213745117,0.015767929099142295,0.06168346405029297,0.009513009992614391,400,1000.0,"{'columntransformer__countvectorizer__max_features': 400, 'ridge__alpha': 1000.0}",-0.12119644828423651,-0.12052363018131833,-0.10564094914269051,-0.12485814146818913,-0.10399701001633539,-0.11524323581855397,0.008653914930702862,-0.11236090586964305,-0.11269627758342891,-0.11650581803389218,-0.11202233226585828,-0.11674308374593168,-0.11406568349975084,0.0021014067773652027
130,0.241566801071167,0.009512022328700197,0.05676689147949219,0.006769787342175987,435,1000.0,"{'columntransformer__countvectorizer__max_features': 435, 'ridge__alpha': 1000.0}",-0.12119644828423651,-0.12052363018131833,-0.10564094914269051,-0.12485825084550058,-0.10399701377399943,-0.11524325844554906,0.008653938258788425,-0.11236090586964305,-0.11269627758342891,-0.11650581803389218,-0.11202099013494085,-0.11674212434196847,-0.1140652231927747,0.002101423391659027
130,0.23780303001403807,0.01737375982061044,0.05733513832092285,0.008256872342086686,417,1000.0,"{'columntransformer__countvectorizer__max_features': 417, 'ridge__alpha': 1000.0}",-0.12119644828423651,-0.12052363018131833,-0.10564094914269051,-0.12485825084550058,-0.10399701377399943,-0.11524325844554906,0.008653938258788425,-0.11236090586964305,-0.11269627758342891,-0.11650581803389218,-0.11202099013494085,-0.11674212434196847,-0.1140652231927747,0.002101423391659027
132,0.23376731872558593,0.02135537112614465,0.05613851547241211,0.0066328407669878605,392,1000.0,"{'columntransformer__countvectorizer__max_features': 392, 'ridge__alpha': 1000.0}",-0.12119594346020512,-0.12052363464332704,-0.10564206548191968,-0.12485863117962813,-0.10399673341240684,-0.11524340163549737,0.008653779013037788,-0.11236129807895803,-0.11269671294619342,-0.11650734949202048,-0.11202291106599449,-0.11674387694237817,-0.11406642970510891,0.00210173163867603
133,0.22073445320129395,0.01715806967137862,0.05700011253356933,0.010826762557953713,379,1000.0,"{'columntransformer__countvectorizer__max_features': 379, 'ridge__alpha': 1000.0}",-0.12119590988604109,-0.12052408287696052,-0.10564191151044337,-0.12485797386388146,-0.10399721995580899,-0.1152434196186271,0.008653590734186561,-0.11236220852860458,-0.11269797935820632,-0.11650911268698384,-0.11202433391098529,-0.11674487660488066,-0.11406770221793214,0.0021018064254899817
134,0.23862299919128419,0.021651151021376634,0.06431078910827637,0.012385900340356729,310,1000.0,"{'columntransformer__countvectorizer__max_features': 310, 'ridge__alpha': 1000.0}",-0.12119640850204925,-0.12052639144862248,-0.10564373202995571,-0.12485995750469019,-0.10399739303700019,-0.11524477650446356,0.00865393292539079,-0.11236927195251124,-0.1127037228899595,-0.11651435861687413,-0.11202998572012943,-0.11675181921599508,-0.11407383167909388,0.0021018000495458774
134,0.24006195068359376,0.018944587330281048,0.053354406356811525,0.004332717161561341,310,1000.0,"{'columntransformer__countvectorizer__max_features': 310, 'ridge__alpha': 1000.0}",-0.12119640850204925,-0.12052639144862248,-0.10564373202995571,-0.12485995750469019,-0.10399739303700019,-0.11524477650446356,0.00865393292539079,-0.11236927195251124,-0.1127037228899595,-0.11651435861687413,-0.11202998572012943,-0.11675181921599508,-0.11407383167909388,0.0021018000495458774
136,0.23397936820983886,0.017851071916713646,0.06751141548156739,0.011455873118968033,286,1000.0,"{'columntransformer__countvectorizer__max_features': 286, 'ridge__alpha': 1000.0}",-0.12119584176294293,-0.12052749149425791,-0.1056439078662454,-0.12486038950686949,-0.1039980338384727,-0.11524513289375768,0.00865387967739776,-0.11237125519904054,-0.11270552001958359,-0.11651670594972484,-0.11203168053989312,-0.11675322346467645,-0.1140756770345837,0.002101817440188147
137,0.22875380516052246,0.011639440740393312,0.062384748458862306,0.012591296632057188,304,1000.0,"{'columntransformer__countvectorizer__max_features': 304, 'ridge__alpha': 1000.0}",-0.121196391753783,-0.12052701131249105,-0.10564407677818331,-0.1248599514442176,-0.1039983233990519,-0.11524515093754537,0.008653686610347794,-0.11236968895394668,-0.11270431636092007,-0.11651486349969871,-0.11203028986547822,-0.11675215377359643,-0.11407426249072801,0.0021017983938281504
138,0.2440485954284668,0.023452037452699293,0.05497274398803711,0.010752445620842084,295,1000.0,"{'columntransformer__countvectorizer__max_features': 295, 'ridge__alpha': 1000.0}",-0.12119597216904293,-0.12052771707426309,-0.10564389598342351,-0.12486031584194125,-0.1039980781959752,-0.11524519585292918,0.00865389988843063,-0.11237054190071724,-0.11270502526446485,-0.11651577096282215,-0.11203104194469664,-0.11675280146352633,-0.11407503630724544,0.0021017971493216526
139,0.22224774360656738,0.021505764792734357,0.05940003395080566,0.009351478062818724,283,1000.0,"{'columntransformer__countvectorizer__max_features': 283, 'ridge__alpha': 1000.0}",-0.12119583790872535,-0.12052844180220591,-0.10564390463993266,-0.12486093139298597,-0.10399804182394899,-0.11524543151355977,0.008654114224387844,-0.11237136705700024,-0.11270587485491174,-0.11651675555346774,-0.11203182016239364,-0.1167533740611451,-0.1140758383377837,0.002101775772837929
140,0.2408419132232666,0.009339849707176268,0.05654077529907227,0.010438964865169504,250,1000.0,"{'columntransformer__countvectorizer__max_features': 250, 'ridge__alpha': 1000.0}",-0.1211962358728707,-0.12052906495418791,-0.1056437752439644,-0.12486116363198876,-0.10399816494485621,-0.11524568092957362,0.0086542933519381,-0.11237720066881118,-0.11270939686505939,-0.11652005404794927,-0.11203490623680266,-0.11675675893669678,-0.11407966335106386,0.002101398991696336
141,0.24602766036987306,0.01344137138893177,0.05598740577697754,0.006535114132522094,225,1000.0,"{'columntransformer__countvectorizer__max_features': 225, 'ridge__alpha': 1000.0}",-0.1211949318701733,-0.12053017100976321,-0.10564636381114559,-0.12486333266630273,-0.10400237996351826,-0.11524743586418063,0.008653061162910225,-0.11238295844105467,-0.1127136519535933,-0.11652656066745178,-0.11204031605110057,-0.11676305876018708,-0.11408530917467748,0.0021019747915503135
142,0.24728083610534668,0.010542243776550664,0.06307249069213867,0.004055228404771987,220,1000.0,"{'columntransformer__countvectorizer__max_features': 220, 'ridge__alpha': 1000.0}",-0.12119859281804127,-0.12052973032366023,-0.1056460838092247,-0.12486747245077243,-0.10400213258260628,-0.11524880239686097,0.008654557245916544,-0.1123842089629174,-0.11271469414769705,-0.1165275752360332,-0.11204227394930628,-0.11676415744161556,-0.11408658194751391,0.0021017708660420594
143,0.24298481941223143,0.008858527079173895,0.05747818946838379,0.008589085355042407,207,1000.0,"{'columntransformer__countvectorizer__max_features': 207, 'ridge__alpha': 1000.0}",-0.12119768657453123,-0.12053209930522032,-0.10564722598253806,-0.12487323325293836,-0.104007234184126,-0.1152514958598708,0.008654423235924738,-0.11238639496516874,-0.11271897315796436,-0.11653123884527686,-0.11204383755387472,-0.11676854679796025,-0.11408979826404897,0.0021025234989071055
144,0.240409517288208,0.008076852038679557,0.07177062034606933,0.02173315486338544,169,1000.0,"{'columntransformer__countvectorizer__max_features': 169, 'ridge__alpha': 1000.0}",-0.1212081090883041,-0.12053876407357271,-0.10565302051256201,-0.12487982742656258,-0.1040179312270649,-0.11525953046561326,0.008654069512695138,-0.11240404259766958,-0.11273267984463546,-0.11654505778203308,-0.11205618459049319,-0.11678463992972361,-0.11410452094891099,0.002102784547250367
145,0.23676581382751466,0.0134760184935499,0.06706843376159669,0.00951559530392783,141,1000.0,"{'columntransformer__countvectorizer__max_features': 141, 'ridge__alpha': 1000.0}",-0.1212197189339926,-0.12055592375165741,-0.10567157674185663,-0.12490630186869665,-0.10403634671638151,-0.11527797360251694,0.008654742471660575,-0.11243860251554225,-0.11275617057227968,-0.11657643770844722,-0.11208498261214608,-0.11681322404571595,-0.11413388349082623,0.002103093064837645
146,0.24596524238586426,0.0221687228650634,0.06019248962402344,0.005906955332708954,130,1000.0,"{'columntransformer__countvectorizer__max_features': 130, 'ridge__alpha': 1000.0}",-0.12122682114250558,-0.12058260548213727,-0.10568514935389958,-0.12490434349556752,-0.1040422170106768,-0.11528822729695734,0.008654003481797725,-0.11244949429061588,-0.11277601346361178,-0.11659708696267468,-0.11209418349759746,-0.11683010824104267,-0.1141493772911085,0.0021060462012567585
147,0.22459158897399903,0.01306403235502542,0.06716217994689941,0.011288049413100803,401,10000.0,"{'columntransformer__countvectorizer__max_features': 401, 'ridge__alpha': 10000.0}",-0.1250427571224079,-0.12433958730819682,-0.11033548910260388,-0.12922036409398627,-0.10778812997063597,-0.11934526551956615,0.008598438064292288,-0.11749814110142218,-0.1177855454108151,-0.12135487187186908,-0.11684654517628125,-0.12173711067760555,-0.11904444284759863,0.002068582526228835
148,0.2280146598815918,0.015461102002738864,0.06037216186523438,0.008101272746915671,419,10000.0,"{'columntransformer__countvectorizer__max_features': 419, 'ridge__alpha': 10000.0}",-0.1250427571224079,-0.12433958730819682,-0.11033548910260388,-0.12922037213201423,-0.10778813023340993,-0.11934526717972656,0.008598439839950177,-0.11749814110142218,-0.1177855454108151,-0.12135487187186908,-0.11684642795506982,-0.12173703042290496,-0.11904440335241624,0.002068586543194793
149,0.21701688766479493,0.01042149475830867,0.08212671279907227,0.010958559411888896,388,10000.0,"{'columntransformer__countvectorizer__max_features': 388, 'ridge__alpha': 10000.0}",-0.1250426900834431,-0.12433958610237023,-0.11033561395404981,-0.12922034864860546,-0.10778815050762953,-0.11934527785921963,0.008598393806760725,-0.11749819957932056,-0.11778562844349917,-0.12135509936837892,-0.11684664689675214,-0.12173723356665661,-0.11904456157092147,0.0020686248733597814
150,0.21672868728637695,0.01498113259296276,0.07248625755310059,0.008511260412094756,372,10000.0,"{'columntransformer__countvectorizer__max_features': 372, 'ridge__alpha': 10000.0}",-0.12504268796240892,-0.12433963976923483,-0.11033561244872661,-0.12922034561106088,-0.10778815143076136,-0.11934528744443854,0.00859839912969307,-0.11749838055641483,-0.11778581965975245,-0.12135532376678508,-0.11684681304120795,-0.12173740069148098,-0.11904474754312826,0.0020686328727220786
151,0.22550201416015625,0.020325946889186278,0.061348485946655276,0.0025563093397406138,353,10000.0,"{'columntransformer__countvectorizer__max_features': 353, 'ridge__alpha': 10000.0}",-0.12504271115616344,-0.12433963913970297,-0.11033567336872839,-0.1292203757020955,-0.1077881620308919,-0.11934531227951643,0.008598393425728162,-0.11749852112214129,-0.11778602706305742,-0.12135543351765629,-0.11684697895771007,-0.12173769544221946,-0.1190449312205569,0.002068652606813058
152,0.23614301681518554,0.014834037445313407,0.06224899291992188,0.012021155743252724,354,10000.0,"{'columntransformer__countvectorizer__max_features': 354, 'ridge__alpha': 10000.0}",-0.12504271138508485,-0.12433963932973481,-0.11033567261941397,-0.12922037765666478,-0.1077881625568619,-0.11934531270955206,0.008598393942735734,-0.11749851103059085,-0.11778602137350123,-0.12135542322066642,-0.11684696906004051,-0.12173769109427762,-0.11904492315581532,0.002068653479235977
153,0.24095988273620605,0.009334664324520531,0.049190425872802736,0.0034702980440927222,344,10000.0,"{'columntransformer__countvectorizer__max_features': 344, 'ridge__alpha': 10000.0}",-0.12504273692171783,-0.12433966390568733,-0.11033567359656898,-0.12922037490203486,-0.1077881614472337,-0.11934532215464855,0.00859839964266571,-0.11749863072912438,-0.11778608005937355,-0.12135549260067086,-0.11684704737623763,-0.12173780508730779,-0.11904501117054285,0.00206865697352078
154,0.23334484100341796,0.022310404973119192,0.07107596397399903,0.018317500488723215,339,10000.0,"{'columntransformer__countvectorizer__max_features': 339, 'ridge__alpha': 10000.0}",-0.12504273681691286,-0.1243396630321788,-0.11033569568557587,-0.12922042650669766,-0.1077881253053527,-0.11934532946934358,0.00859841646727971,-0.11749873814641826,-0.11778612734138884,-0.12135555008956432,-0.11684707220616813,-0.1217378533115688,-0.11904506821902168,0.0020686552795515733
155,0.24082865715026855,0.014968263383932189,0.059450721740722655,0.007114875821698261,332,10000.0,"{'columntransformer__countvectorizer__max_features': 332, 'ridge__alpha': 10000.0}",-0.12504273540673289,-0.12433981460812589,-0.11033574560861971,-0.12922048282681273,-0.1077881235399123,-0.1193453803980407,0.00859843683789303,-0.11749877324155432,-0.11778618793006156,-0.12135560521177258,-0.1168471617633095,-0.12173789707724224,-0.11904512504478804,0.0020686473341642517
156,0.2174325942993164,0.009294946983364773,0.0621027946472168,0.015749790779743148,316,10000.0,"{'columntransformer__countvectorizer__max_features': 316, 'ridge__alpha': 10000.0}",-0.12504277653221488,-0.1243398890000212,-0.11033581445006012,-0.12922047163540606,-0.10778816741462272,-0.119345423806465,0.008598422138240542,-0.11749891995354511,-0.11778628586872353,-0.12135572067454754,-0.11684733812498146,-0.12173801456030485,-0.11904525583642049,0.0020686323801857604
157,0.23997793197631836,0.012088333516516649,0.06111512184143066,0.004988003634080834,296,10000.0,"{'columntransformer__countvectorizer__max_features': 296, 'ridge__alpha': 10000.0}",-0.12504273227179222,-0.12433994310025964,-0.1103358403815822,-0.1292205237592859,-0.10778825482532432,-0.11934545886764884,0.00859840559808382,-0.11749911558377016,-0.11778644742528367,-0.12135589989274609,-0.11684747106975589,-0.12173814681864419,-0.11904541615804001,0.0020686296839239646
158,0.2418612003326416,0.015117652800055413,0.055584049224853514,0.003097692724719144,263,10000.0,"{'columntransformer__countvectorizer__max_features': 263, 'ridge__alpha': 10000.0}",-0.12504273910400757,-0.12434011826199813,-0.1103358525005963,-0.12922064616057247,-0.10778827812188109,-0.1193455268298111,0.008598446165255324,-0.11749946782127416,-0.11778681912787801,-0.12135618754440922,-0.11684774612874,-0.12173838690642402,-0.11904572150574508,0.002068600091244983
159,0.22832531929016114,0.02982814518222451,0.06227402687072754,0.011923093680673522,254,10000.0,"{'columntransformer__countvectorizer__max_features': 254, 'ridge__alpha': 10000.0}",-0.12504285275874993,-0.12434014257398118,-0.1103358958250803,-0.12922068006498352,-0.10778824688885197,-0.11934556362232937,0.008598471155489692,-0.11749970801019625,-0.11778689583297035,-0.12135633723089723,-0.11684783455049409,-0.12173846988382189,-0.11904584910167595,0.002068591097654169
160,0.2292642593383789,0.02089521268854268,0.06046957969665527,0.01118617030390251,249,10000.0,"{'columntransformer__countvectorizer__max_features': 249, 'ridge__alpha': 10000.0}",-0.12504276459138383,-0.12434013286332424,-0.11033602436697248,-0.1292206637204927,-0.1077882556814492,-0.11934556824472449,0.008598425288012617,-0.11749983294667146,-0.11778692246269222,-0.12135641318706966,-0.11684793834286919,-0.12173861524535552,-0.11904594443693162,0.002068601933160192
161,0.25441274642944334,0.018588200622561314,0.05515127182006836,0.0057728489833423725,230,10000.0,"{'columntransformer__countvectorizer__max_features': 230, 'ridge__alpha': 10000.0}",-0.1250426510914895,-0.12434033576574144,-0.11033628427772423,-0.12922087613266717,-0.10778844628334373,-0.11934571871019321,0.00859837690437737,-0.11750029851946477,-0.1177872664567982,-0.12135702508272844,-0.11684833590800518,-0.12173919633987944,-0.11904642446137521,0.0020686939463466455
162,0.22961797714233398,0.017486064498324554,0.0652090072631836,0.014744068000600623,211,10000.0,"{'columntransformer__countvectorizer__max_features': 211, 'ridge__alpha': 10000.0}",-0.12504294271631242,-0.12434052411847624,-0.11033622361995443,-0.12922159478642806,-0.10778866022783942,-0.11934598909380209,0.008598557703425708,-0.11750071988710238,-0.11778779295269381,-0.12135744457348417,-0.11684879276275908,-0.12173963054346351,-0.1190468761439006,0.0020686765299301854
163,0.2327043056488037,0.010237699944858982,0.05238099098205566,0.004396680900739985,215,10000.0,"{'columntransformer__countvectorizer__max_features': 215, 'ridge__alpha': 10000.0}",-0.12504303405603068,-0.12434054718129538,-0.1103361745276644,-0.12922157314699667,-0.10778862881387397,-0.11934599154517223,0.00859858624820298,-0.11750067903309334,-0.11778765767178535,-0.12135733377416533,-0.11684877901826156,-0.12173954910135548,-0.11904679971973223,0.0020686560723127286
164,0.22476024627685548,0.015025462019074193,0.06711935997009277,0.016253240209806914,203,10000.0,"{'columntransformer__countvectorizer__max_features': 203, 'ridge__alpha': 10000.0}",-0.12504288799067922,-0.12434058116165822,-0.11033642232706763,-0.12922185580097365,-0.10778934564343925,-0.1193462185847636,0.008598391141173802,-0.11750097024805023,-0.11778800502166757,-0.12135760289739356,-0.11684895532332161,-0.12173999778318935,-0.11904710625472448,0.0020687097188010826
165,0.22185044288635253,0.01570725437714731,0.05547752380371094,0.008498894661119973,181,10000.0,"{'columntransformer__countvectorizer__max_features': 181, 'ridge__alpha': 10000.0}",-0.1250436577220534,-0.12434099915973386,-0.11033700416588997,-0.1292224155844348,-0.10778981970661841,-0.11934677926774609,0.008598420910792229,-0.11750184527555763,-0.11778882864701155,-0.1213583619765151,-0.11684982060607813,-0.12174050738223373,-0.11904787277747923,0.002068597010582149
166,0.23727712631225586,0.009602913732756705,0.0650705337524414,0.003662328544654522,178,10000.0,"{'columntransformer__countvectorizer__max_features': 178, 'ridge__alpha': 10000.0}",-0.12504364676119806,-0.12434096161491415,-0.11033694381560258,-0.12922250070069366,-0.10778995648237591,-0.11934680187495686,0.008598410529167502,-0.11750197970469846,-0.11778893390349365,-0.1213584658376745,-0.11684986108265648,-0.12174062938015685,-0.11904797398173599,0.002068610463637666
167,0.2448509693145752,0.018909604698994196,0.05621881484985351,0.006577544112921519,175,10000.0,"{'columntransformer__countvectorizer__max_features': 175, 'ridge__alpha': 10000.0}",-0.1250441987389327,-0.12434119805530108,-0.11033694715313808,-0.12922254520228157,-0.10779080565402302,-0.11934713896073527,0.008598292396719949,-0.11750235176541145,-0.11778907335562677,-0.12135880786539043,-0.11684989281923101,-0.12174113791161678,-0.11904825274345529,0.0020687399266939915
168,0.222017240524292,0.015032114650615783,0.06251988410949708,0.008049631293478838,158,10000.0,"{'columntransformer__countvectorizer__max_features': 158, 'ridge__alpha': 10000.0}",-0.12504415751057874,-0.12434177163238035,-0.11033721439598076,-0.129223162155857,-0.10779091436889605,-0.11934744401273858,0.008598410051245751,-0.11750379491315999,-0.11779011842081152,-0.1213607642359931,-0.11685097288664557,-0.12174238081842492,-0.11904960625500702,0.0020689280828490825
169,0.24804162979125977,0.031002482531888406,0.0580960750579834,0.0027073786565890282,121,10000.0,"{'columntransformer__countvectorizer__max_features': 121, 'ridge__alpha': 10000.0}",-0.12504749295363451,-0.1243467912477265,-0.11034235679532933,-0.12922804664420345,-0.1077936705090147,-0.1193516716299817,0.008598738601332902,-0.11750880109084604,-0.1177959536040365,-0.12136726534061441,-0.11685591358678989,-0.12174836862529573,-0.1190552604495165,0.0020694306059680888
170,0.21783652305603027,0.017548515745682444,0.07315297126770019,0.014821982740677659,104,10000.0,"{'columntransformer__countvectorizer__max_features': 104, 'ridge__alpha': 10000.0}",-0.12505310253544716,-0.12435330935765924,-0.1103480505191211,-0.12923321465706558,-0.10779502761205803,-0.11935654093627024,0.008599868399447298,-0.11751427335165905,-0.11780243622559473,-0.12137365662493844,-0.11685975737394248,-0.12175271725232861,-0.11906056816569266,0.002069566944877922
171,0.24237217903137206,0.010540914033467122,0.05582890510559082,0.0025409740641747524,102,10000.0,"{'columntransformer__countvectorizer__max_features': 102, 'ridge__alpha': 10000.0}",-0.12505294192863475,-0.12435455186097734,-0.11034805154027386,-0.12923321960766695,-0.1077960739188944,-0.11935696777128948,0.008599711122985458,-0.11751425050816265,-0.11780330893058764,-0.12137368319829767,-0.11686040599521401,-0.12175415063687244,-0.11906115985382688,0.0020697052249674217
172,0.2369436264038086,0.013261374995226045,0.06436610221862793,0.006051002020030926,419,100000.0,"{'columntransformer__countvectorizer__max_features': 419, 'ridge__alpha': 100000.0}",-0.12660413485863406,-0.1261654982378636,-0.1124980700465766,-0.13132639296420975,-0.10940827340872761,-0.12120047390320232,0.008615951260085143,-0.11969556513741882,-0.11984733182038668,-0.12312476363060809,-0.11849547738477693,-0.12396051589021002,-0.12102473077268013,0.002125043272017218
172,0.22785544395446777,0.01713728209393122,0.07019357681274414,0.016143329935715565,433,100000.0,"{'columntransformer__countvectorizer__max_features': 433, 'ridge__alpha': 100000.0}",-0.12660413485863406,-0.1261654982378636,-0.1124980700465766,-0.13132639296420975,-0.10940827340872761,-0.12120047390320232,0.008615951260085143,-0.11969556513741882,-0.11984733182038668,-0.12312476363060809,-0.11849547738477693,-0.12396051589021002,-0.12102473077268013,0.002125043272017218
174,0.25244746208190916,0.004995935375443734,0.05776677131652832,0.010558160776943572,390,100000.0,"{'columntransformer__countvectorizer__max_features': 390, 'ridge__alpha': 100000.0}",-0.12660413157704145,-0.12616549838878482,-0.11249808319466878,-0.13132639092314588,-0.1094082758649557,-0.12120047598971935,0.008615947057757882,-0.11969557007023496,-0.11984733851638024,-0.12312478532392271,-0.11849549883923116,-0.12396053599830861,-0.12102474574961553,0.0021250466494266954
175,0.246360445022583,0.01449265726725754,0.059730911254882814,0.012934074322586296,374,100000.0,"{'columntransformer__countvectorizer__max_features': 374, 'ridge__alpha': 100000.0}",-0.12660413189690503,-0.1261655036898881,-0.11249808310517548,-0.13132639082062772,-0.10940827632733535,-0.12120047716798635,0.008615947576256461,-0.11969558843359487,-0.11984735584087801,-0.12312480880121954,-0.1184955156417146,-0.12396055308093513,-0.12102476435966843,0.00212504779298026
176,0.2122480869293213,0.022041745869197677,0.06320695877075196,0.012010512823406509,384,100000.0,"{'columntransformer__countvectorizer__max_features': 384, 'ridge__alpha': 100000.0}",-0.1266041316791855,-0.1261655086566573,-0.11249808325027337,-0.13132639122642,-0.10940827596119901,-0.12120047815474706,0.008615948287670733,-0.1196955736284168,-0.11984734661428023,-0.1231247896904863,-0.11849550492122135,-0.12396054207154045,-0.12102475138518902,0.0021250464002902825
177,0.23609380722045897,0.014872273288891418,0.0637364387512207,0.008470394071444788,363,100000.0,"{'columntransformer__countvectorizer__max_features': 363, 'ridge__alpha': 100000.0}",-0.1266041319286693,-0.12616551006633073,-0.11249808721263145,-0.13132639664679288,-0.10940827797292578,-0.12120048076547,0.008615948404401587,-0.11969559611306048,-0.11984737086868051,-0.12312481457198536,-0.11849552436192926,-0.1239605692636607,-0.12102477503586326,0.002125048703186012
177,0.24651284217834474,0.013515056315823488,0.06654038429260253,0.007647716005734505,363,100000.0,"{'columntransformer__countvectorizer__max_features': 363, 'ridge__alpha': 100000.0}",-0.1266041319286693,-0.12616551006633073,-0.11249808721263145,-0.13132639664679288,-0.10940827797292578,-0.12120048076547,0.008615948404401587,-0.11969559611306048,-0.11984737086868051,-0.12312481457198536,-0.11849552436192926,-0.1239605692636607,-0.12102477503586326,0.002125048703186012
179,0.23753209114074708,0.006856658235585487,0.0653806209564209,0.008060579113646065,338,100000.0,"{'columntransformer__countvectorizer__max_features': 338, 'ridge__alpha': 100000.0}",-0.1266041369618174,-0.12616550622800635,-0.11249809167451162,-0.13132639831942694,-0.10940827454160051,-0.12120048154507257,0.008615949024433536,-0.11969562762074669,-0.11984739333393218,-0.12312483389850283,-0.11849554371348832,-0.12396060346986598,-0.1210248004073072,0.0021250509369173725
180,0.2452608108520508,0.007777673416557753,0.06876440048217773,0.01164915999316601,336,100000.0,"{'columntransformer__countvectorizer__max_features': 336, 'ridge__alpha': 100000.0}",-0.1266041368210952,-0.12616552007291357,-0.11249809335723107,-0.13132639812541713,-0.10940827455078352,-0.12120048458548809,0.00861595021440034,-0.11969562916591994,-0.11984739506880394,-0.12312483545374986,-0.11849554724709059,-0.12396060400859116,-0.12102480218883112,0.0021250501664721246
181,0.24136772155761718,0.024736597873200563,0.056191110610961915,0.006832829609701999,334,100000.0,"{'columntransformer__countvectorizer__max_features': 334, 'ridge__alpha': 100000.0}",-0.12660413674828996,-0.12616552022516675,-0.11249809745003149,-0.13132639799164433,-0.10940827434361178,-0.12120048535174885,0.008615949421309037,-0.11969563060063874,-0.1198473975288724,-0.12312483775723375,-0.11849555016580421,-0.12396060598401143,-0.12102480440731211,0.0021250500207036413
182,0.23967385292053223,0.0188745484554301,0.05795574188232422,0.003747398131625863,323,100000.0,"{'columntransformer__countvectorizer__max_features': 323, 'ridge__alpha': 100000.0}",-0.1266041365930234,-0.12616552805827186,-0.11249809741401906,-0.13132640422807892,-0.10940827839068826,-0.1212004889368163,0.008615950669962189,-0.11969563772530768,-0.11984740467479811,-0.12312484453015575,-0.11849555667618303,-0.12396061316379324,-0.12102481135404757,0.0021250501102816105
183,0.233933687210083,0.016795466086340655,0.0636176586151123,0.014197637511405549,312,100000.0,"{'columntransformer__countvectorizer__max_features': 312, 'ridge__alpha': 100000.0}",-0.1266041408660308,-0.12616552733413203,-0.11249810443504511,-0.1313264087104591,-0.10940827966820849,-0.1212004922027751,0.008615950408079515,-0.11969565321517486,-0.11984741039961203,-0.12312485457929617,-0.11849557462762675,-0.1239606221978641,-0.12102482300391477,0.0021250477473138303
184,0.22839465141296386,0.020799743739521988,0.053634929656982425,0.006332487916443978,296,100000.0,"{'columntransformer__countvectorizer__max_features': 296, 'ridge__alpha': 100000.0}",-0.12660413684780003,-0.12616553419190338,-0.11249810818416049,-0.13132640814940155,-0.10940828906927842,-0.12120049528850878,0.008615947231856722,-0.11969566698388316,-0.11984742521653155,-0.12312486867531568,-0.11849558510866333,-0.12396063328177236,-0.1210248358532332,0.0021250477366316035
